"Corrected.Fixation.X","Corrected.Fixation.Y","Fixation.Start","Fixation.End","Timestamp","Timestamp_check","img","Corrected.Fixation.Y.img"
1195.77707191529,20701.6569502956,1327267.5171,1327742.8403,1327505,"22m 7s15","top",20701.6569502956
946.538599836129,36709.1724011922,2065253.2179,2065460.9787,2065357,"34m 25s11","bottom",7909.1724011922
1093.69022754766,19818.2044583109,1263094.9891,1263329.6643,1263212,"21m 3s6","top",19818.2044583109
997.378344509728,38606.0189348471,2144552.1763,2144873.2763,2144713,"35m 44s21","bottom",9806.0189348471
1064.23791417922,12564.4977321732,918386.5539,918920.8251,918654,"15m 18s20","top",12564.4977321732
903.943355021976,917.278648392783,228128.2227,228327.9443,228228,"3m 48s7","top",917.278648392783
785.332890675317,25456.1463653621,1567936.3323,1568059.8523,1567998,"26m 7s30","top",25456.1463653621
994.190457488808,3616.89767967249,418818.0235,418993.0523,418906,"6m 58s27","top",3616.89767967249
1245.12799128509,11020.8979331857,836880.1075,836947.0395,836914,"13m 56s27","top",11020.8979331857
1266.79245297925,31272.0059350064,1840930.5347,1841172.7163,1841052,"30m 41s2","bottom",2472.0059350064
648.566393859339,9118.78982883568,733800.6363,734246.5651,734024,"12m 14s1","top",9118.78982883568
1190.50313636083,530.183401144605,200928.7235,201187.0707,201058,"3m 21s2","top",530.183401144605
1185.5341490812,23775.2909536755,1492427.5411,1492792.5787,1492610,"24m 52s18","top",23775.2909536755
1240.50823747724,14057.9284416077,991512.6347,991731.3315,991622,"16m 31s19","top",14057.9284416077
1192.51647529651,20441.402161695,1321600.6723,1321842.9411,1321722,"22m 1s22","top",20441.402161695
1260.22819169877,2082.56698029906,323590.7627,323916.1803,323753,"5m 23s23","top",2082.56698029906
810.978547651863,25461.4138509262,1572235.3483,1572427.7707,1572332,"26m 12s10","top",25461.4138509262
574.598251118628,20812.7277237011,1333101.5115,1333401.6427,1333252,"22m 13s8","top",20812.7277237011
690.138772112163,8327.32651288335,690286.5827,690360.8571,690324,"11m 30s10","top",8327.32651288335
610.175726503252,8229.47383195561,679461.8563,680404.3699,679933,"11m 19s28","top",8229.47383195561
1468.4167562597,11050.3318017385,830581.1907,831026.8563,830804,"13m 50s24","top",11050.3318017385
711.289179202641,24712.0029229344,1548668.4339,1548859.7267,1548764,"25m 48s23","top",24712.0029229344
1724.88602468279,29357.8473718358,1757325.4819,1757710.1067,1757518,"29m 17s16","bottom",557.8473718358
825.885240052513,38733.3211298182,2154723.8435,2155196.0515,2154960,"35m 54s29","bottom",9933.3211298182
1070.88629847573,1928.00245998637,306841.9307,308131.2003,307487,"5m 7s15","top",1928.00245998637
1051.65881782318,30364.1983919657,1790895.2811,1791395.7267,1791146,"29m 51s4","bottom",1564.1983919657
1048.41630072859,12847.7373380104,931353.3251,931578.4867,931466,"15m 31s14","top",12847.7373380104
1304.9,23516.25,1479123.5387,1479207.3043,1479165,"24m 39s5","top",23516.25
1581.89498450184,1679.0745276765,298941.7931,299108.4579,299025,"4m 59s1","top",1679.0745276765
796.897304810968,38108.1775035359,2125708.1331,2126079.8179,2125894,"35m 25s27","bottom",9308.1775035359
1115.80434782609,9515.9347826087,758746.6507,758938.3483,758842,"12m 38s25","top",9515.9347826087
1009.84430912394,6980.40951112505,606157.6811,606632.9347,606395,"10m 6s12","top",6980.40951112505
1098.91597604423,13636.4984081019,978210.9979,978286.0003,978248,"16m 18s7","top",13636.4984081019
1184.91801935485,3090.484638383,383926.4075,384210.1699,384068,"6m 24s2","top",3090.484638383
739.363666498495,820.04371511439,215485.9195,216302.2843,215894,"3m 35s27","top",820.04371511439
818.05162877897,1567.91760202003,290495.0643,290762.4939,290629,"4m 50s19","top",1567.91760202003
849.809076585336,27060.6329395119,1669132.2451,1669387.2907,1669260,"27m 49s8","top",27060.6329395119
1573.10565651522,12191.4252237516,903212.3635,903676.6675,903445,"15m 3s13","top",12191.4252237516
799.545502050964,4080.54494894397,442520.5475,442645.5467,442583,"7m 22s17","top",4080.54494894397
1307.31001534626,14962.5326104943,1031108.4235,1031308.6435,1031209,"17m 11s6","top",14962.5326104943
1169.61596784039,7769.20127751706,648294.1051,648486.5779,648390,"10m 48s12","top",7769.20127751706
1088.39250094729,5111.12222907118,496905.1987,497579.3403,497242,"8m 17s7","top",5111.12222907118
1082.78978201577,13756.7784677004,981185.3683,981558.9843,981372,"16m 21s11","top",13756.7784677004
575.119805267626,13012.7265452388,935811.5083,936261.8011,936037,"15m 36s1","top",13012.7265452388
1503.85570104167,35986.9291902489,2025228.4267,2025445.0915,2025337,"33m 45s10","bottom",7186.9291902489
1523.58831387763,12214.2980194074,892297.4179,892719.6011,892509,"14m 52s15","top",12214.2980194074
1002.69988048796,26560.8057652483,1626704.1043,1627170.2955,1626937,"27m 6s28","top",26560.8057652483
750.897258827723,19958.3479336316,1263802.1411,1263893.8267,1263848,"21m 3s25","top",19958.3479336316
901.869739279824,38723.3133246899,2146113.8571,2146441.6491,2146278,"35m 46s8","bottom",9923.3133246899
903.498339669258,10287.1423841139,791181.9947,791464.8971,791323,"13m 11s10","top",10287.1423841139
