"Corrected.Fixation.X","Corrected.Fixation.Y","Fixation.Start","Fixation.End","Timestamp","Timestamp_check","img","Corrected.Fixation.Y.img"
1304.81453533796,36863.2382149626,689841.8051,690052.7867,689947,"11m 29s28","bottom",8063.2382149626
766.118219332563,15660.1414673352,348972.4371,349047.4651,349010,"5m 49s0","top",15660.1414673352
898.064567154084,32064.8760530622,601861.7163,601936.7163,601899,"10m 1s27","bottom",3264.8760530622
442.620509520405,37642.3795189742,698927.0339,699226.8331,699077,"11m 39s2","bottom",8842.3795189742
799.824548142503,4155.79517428284,169900.9947,170217.3379,170059,"2m 50s2","top",4155.79517428284
1242.48698413614,34012.6342637312,635604.1299,635916.5075,635760,"10m 35s23","bottom",5212.6342637312
1035.50671865626,26641.3736967607,527675.3403,527775.3515,527725,"8m 47s22","top",26641.3736967607
1067.9512588009,15067.9806791974,341277.3539,341818.8155,341548,"5m 41s16","top",15067.9806791974
553.062771219347,642.15448590118,83641.6851,83908.3763,83775,"1m 23s23","top",642.15448590118
579.022473133232,34544.7643188064,643629.3795,643837.7147,643734,"10m 43s22","bottom",5744.7643188064
643.677784330902,38065.3076701309,706018.3171,706226.6475,706122,"11m 46s4","bottom",9265.3076701309
783.814940695453,5336.23744550798,186933.7251,187092.0475,187013,"3m 7s0","top",5336.23744550798
929.623179962197,10775.71437013,282706.1347,282920.7059,282813,"4m 42s24","top",10775.71437013
880.300281132424,24639.8583227375,498889.4587,499106.1251,498998,"8m 18s30","top",24639.8583227375
906.25,9035.75,243902.8891,243988.0139,243945,"4m 3s28","top",9035.75
640.995930673185,35272.9523661801,658070.3443,658248.2547,658159,"10m 58s5","bottom",6472.9523661801
882.219165579789,27019.0382408735,534394.3971,534555.0051,534475,"8m 54s14","top",27019.0382408735
841.183755874281,23613.8893600727,487191.7459,487555.5571,487374,"8m 7s11","top",23613.8893600727
727.041006596777,36868.4945328336,687704.3627,687792.9235,687749,"11m 27s22","bottom",8068.4945328336
845.259146826028,5961.88628055564,199536.4259,199620.2603,199578,"3m 19s17","top",5961.88628055564
954.407263214013,32602.5330743851,610949.1251,611124.1531,611037,"10m 11s1","bottom",3802.5330743851
930.47363399138,24604.998624896,498308.5027,498458.5315,498384,"8m 18s12","top",24604.998624896
1054.22539054791,20493.5022565223,431083.6243,431308.0875,431196,"7m 11s6","top",20493.5022565223
1099.70614820804,28948.5664587231,558608.9099,558734.6027,558672,"9m 18s20","bottom",148.5664587231
360.199431047301,34177.9993280086,636182.0659,636348.7299,636265,"10m 36s8","bottom",5377.9993280086
442.620509520405,37642.3795189742,698927.0339,699226.8331,699077,"11m 39s2","bottom",8842.3795189742
706.665845823202,30598.9996093637,578797.2467,578922.2451,578860,"9m 38s26","bottom",1798.9996093637
680.873532493114,14925.7535067341,337683.2331,337997.5667,337840,"5m 37s25","top",14925.7535067341
886.863723854538,12186.7744160313,302221.9827,302508.7867,302365,"5m 2s11","top",12186.7744160313
1135.31789238087,5985.95631491442,197527.9747,197916.6587,197722,"3m 17s22","top",5985.95631491442
883.608494052722,12961.6531615395,315248.1531,315583.5427,315416,"5m 15s12","top",12961.6531615395
1032.23839939853,20373.9890776139,427459.6643,427901.4731,427681,"7m 7s20","top",20373.9890776139
1329.50570922332,4515.36877254587,177896.4483,177998.9435,177948,"2m 57s28","top",4515.36877254587
764.479867112523,31811.3533801984,598840.0595,599083.8547,598962,"9m 58s29","bottom",3011.3533801984
1019.99642207567,33244.9750997713,621834.3099,622251.3931,622043,"10m 22s1","bottom",4444.9750997713
841.027062928781,28685.1028669265,553658.0067,553906.8227,553782,"9m 13s23","top",28685.1028669265
1169.04474687848,38714.8734385657,718831.0403,719157.4099,718994,"11m 58s30","bottom",9914.8734385657
1345.29552795018,20754.0050402003,433692.6195,433917.9099,433805,"7m 13s24","top",20754.0050402003
909.152369868565,21918.6997948317,455477.5939,455619.2603,455548,"7m 35s16","top",21918.6997948317
873.244114291138,4048.08445691677,165308.2091,165566.5707,165437,"2m 45s13","top",4048.08445691677
786.888545926467,30879.7207099844,582768.8619,583070.2051,582920,"9m 42s28","bottom",2079.7207099844
715.515120488626,279.489856460022,58178.9179,58949.7395,58564,"0m 58s17","top",279.489856460022
680.873532493114,14925.7535067341,337683.2331,337997.5667,337840,"5m 37s25","top",14925.7535067341
910.346786209537,15452.379570981,346363.9651,346505.5227,346435,"5m 46s13","top",15452.379570981
753.65970346422,17365.6359218448,375953.4755,376493.6979,376224,"6m 16s7","top",17365.6359218448
690.649376536678,38448.7233565674,711037.7251,711298.1843,711168,"11m 51s5","bottom",9648.7233565674
728.791821321308,24785.5902639886,500906.4755,501077.3675,500992,"8m 20s30","top",24785.5902639886
601.747240088349,3341.7490160315,150666.3235,150741.3251,150704,"2m 30s21","top",3341.7490160315
463.520418186616,36464.1530302421,677346.8419,677550.0147,677448,"11m 17s13","bottom",7664.1530302421
710.583595350134,38630.7508160522,713956.7643,714073.4283,714015,"11m 54s0","bottom",9830.7508160522
