"Corrected.Fixation.X","Corrected.Fixation.Y","Fixation.Start","Fixation.End","Timestamp","Timestamp_check","img","Corrected.Fixation.Y.img"
888.497643776503,3582.41932765084,129696.372,129863.0552,129780,"2m 9s23","top",3582.41932765084
576.725710556608,9951.9148458,251426.0488,251717.6944,251572,"4m 11s17","top",9951.9148458
1014.00016531376,33201.4501173728,725324.2,725424.212,725374,"12m 5s11","bottom",4401.4501173728
807.953763715226,10709.3813842755,275223.9568,275515.6232,275370,"4m 35s11","top",10709.3813842755
1023.91215721804,17321.9386135744,420896.1712,421062.844,420980,"7m 0s29","top",17321.9386135744
599.696876501894,9126.17428370245,237122.8816,237264.5504,237194,"3m 57s6","top",9126.17428370245
1243.7488536349,21613.1670759882,503833.756,503950.4136,503892,"8m 23s27","top",21613.1670759882
1155.59341453343,6049.46148129997,168204.0432,168445.7312,168325,"2m 48s10","top",6049.46148129997
1172.5199287408,9021.17271276011,236772.8704,236956.236,236865,"3m 56s26","top",9021.17271276011
796.995778598322,1269.38180316556,77384.8808,77651.5504,77518,"1m 17s16","top",1269.38180316556
1348.39302257024,976.419133198119,74076.4824,74293.1416,74185,"1m 14s6","top",976.419133198119
861.342929242578,13705.7002606588,330118.9328,330360.5832,330240,"5m 30s7","top",13705.7002606588
1231.41216861828,9929.26554235851,253309.3976,253467.7312,253389,"4m 13s12","top",9929.26554235851
665.504452247624,7994.70091081475,211567.6024,212125.9488,211847,"3m 31s25","top",7994.70091081475
1428.78576715575,1764.11182707933,91033.944,91275.6112,91155,"1m 31s5","top",1764.11182707933
1290.05049136052,14578.5266881406,349068.7936,349293.8008,349181,"5m 49s5","top",14578.5266881406
825.187853233169,7998.06601450693,212309.2792,212484.2904,212397,"3m 32s12","top",7998.06601450693
997.346224740824,30976.7864098344,687480.1824,687755.1888,687618,"11m 27s19","bottom",2176.7864098344
842.280969031643,32114.0446689128,702598.4968,702806.8408,702703,"11m 42s21","bottom",3314.0446689128
1130.97289208784,29434.5872780981,664756.1176,664981.12,664869,"11m 4s26","bottom",634.587278098101
941.68231320662,21220.3380286969,497933.1576,498124.8,498029,"8m 18s1","top",21220.3380286969
982.15983635392,1751.72389061278,92317.3184,92967.3288,92642,"1m 32s19","top",1751.72389061278
432.189466459734,34471.0191437967,740865.2544,741023.6056,740944,"12m 20s28","bottom",5671.0191437967
890.661514724127,4379.45370853839,147443.3096,147584.984,147514,"2m 27s15","top",4379.45370853839
950.333333333333,33697,728782.184,728857.1864,728820,"12m 8s25","bottom",4897
1125.48488426721,23839.9655412699,553256.3616,553514.692,553386,"9m 13s12","top",23839.9655412699
724.928352595363,38408.7176136384,849879.0472,850045.7272,849962,"14m 9s29","bottom",9608.7176136384
987.063731713338,26269.2188765221,600086.8144,600378.4824,600233,"10m 0s7","top",26269.2188765221
907.000331462863,38037.6379594391,824802.176,824918.8456,824861,"13m 44s26","bottom",9237.6379594391
921.871061626361,849.715513456825,75093.156,75509.8392,75301,"1m 15s9","top",849.715513456825
1065.94982956085,9411.18906942887,243456.2656,243556.2688,243506,"4m 3s15","top",9411.18906942887
917.120523468632,15623.0043384883,368198.5808,368373.548,368286,"6m 8s9","top",15623.0043384883
839.475045540221,49.262044362961,50209.98,50418.32,50314,"0m 50s9","top",49.262044362961
994.25,38832,863077.864,863144.5408,863111,"14m 23s3","bottom",10032
1267.30139117283,1791.43835598162,90642.2688,90992.2816,90817,"1m 30s25","top",1791.43835598162
1137.23667476858,36821.8217349263,807142.7248,807267.724,807205,"13m 27s6","bottom",8021.8217349263
538.805317624205,26288.806960887,598478.4144,598686.7464,598583,"9m 58s17","top",26288.806960887
747.14166511377,33609.7409372774,724874.1896,725074.1984,724974,"12m 4s29","bottom",4809.7409372774
945.688799824715,16122.5374077659,375026.9896,375351.9912,375189,"6m 15s6","top",16122.5374077659
685.636891421563,22342.114754844,516608.7472,516867.1072,516738,"8m 36s22","top",22342.114754844
601.379900439516,29701.6284560043,666280.224,666396.8704,666339,"11m 6s10","bottom",901.628456004299
716.090490171605,32826.0594296128,710612.1824,711053.868,710833,"11m 50s25","bottom",4026.0594296128
1536.88962268335,35282.0202057551,767861.2872,768336.2976,768099,"12m 48s3","bottom",6482.0202057551
837.428467583779,33312.2867742865,720199.0592,720299.0648,720249,"12m 0s7","bottom",4512.2867742865
803.189435234197,22786.5453809829,525058.3328,525358.34,525208,"8m 45s6","top",22786.5453809829
1095.14085511339,37093.2233668376,812311.1864,812402.856,812357,"13m 32s11","bottom",8293.2233668376
832.371360478914,38667.9991482594,855712.556,855987.5544,855850,"14m 15s26","bottom",9867.9991482594
861.125689147691,10604.0693575117,269315.7856,269482.4568,269399,"4m 29s12","top",10604.0693575117
462.084405418308,24326.9202422781,564569.4344,564952.208,564761,"9m 24s23","top",24326.9202422781
1129.72726132551,20828.3771846044,493165.356,493407.0312,493286,"8m 13s9","top",20828.3771846044
