"Corrected.Fixation.X","Corrected.Fixation.Y","Fixation.Start","Fixation.End","Timestamp","Timestamp_check","img","Corrected.Fixation.Y.img"
574.751413470516,14228.1999886423,442639.1004,442764.1284,442702,"7m 22s21","top",14228.1999886423
739.049923967514,11506.7424985604,389529.5668,389780.1004,389655,"6m 29s20","top",11506.7424985604
1069.79751702825,10150.219956493,364860.2748,365116.2372,364988,"6m 4s30","top",10150.219956493
965.473077791093,34388.316125839,849898.134,850165.602,850032,"14m 10s1","bottom",5588.316125839
665.064957212305,37590.370389278,908205.3244,908549.038,908377,"15m 8s11","bottom",8790.370389278
1115.9551832577,37994.7937064813,918876.8684,919116.8028,918997,"15m 18s30","bottom",9194.7937064813
907.367694311436,3591.74857288031,180459.7852,180709.8092,180585,"3m 0s18","top",3591.74857288031
687.441290468391,989.454563779982,98188.2564,100235.9492,99212,"1m 39s6","top",989.454563779982
816.139605280115,36413.3401700897,884702.6052,885203.7756,884953,"14m 44s29","bottom",7613.3401700897
916.578237121197,11112.4267140633,383808.6068,384489.4812,384149,"6m 24s4","top",11112.4267140633
828.74298580588,11803.0100678759,395049.2396,395266.6036,395158,"6m 35s5","top",11803.0100678759
879.688193947338,36411.9658636702,885253.758,885457.454,885356,"14m 45s11","bottom",7611.9658636702
1180.33250329988,5656.07461826495,239104.5196,239278.8492,239192,"3m 59s6","top",5656.07461826495
703.30305324353,2061.71227631084,140416.5628,140775.9772,140596,"2m 20s18","top",2061.71227631084
492.731906133024,37990.4885004859,915942.8396,916192.0852,916067,"15m 16s2","bottom",9190.4885004859
1139.66693514827,887.388481406172,97617.8916,98000.7452,97809,"1m 37s24","top",887.388481406172
1079.17303935413,4362.97920864243,200187.9492,200599.6396,200394,"3m 20s12","top",4362.97920864243
512.971528579506,34898.2093414333,858286.3812,858511.4068,858399,"14m 18s12","bottom",6098.2093414333
1331.27600716363,20488.6970671913,593665.1588,593871.6028,593768,"9m 53s23","top",20488.6970671913
1262.21986244647,14208.612046606,445154.7916,445569.0764,445362,"7m 25s11","top",14208.612046606
1152.9286713617,470.613085734657,90013.9556,90346.2292,90180,"1m 30s5","top",470.613085734657
1151.90694844562,14209.9005093455,447881.2156,448025.8748,447954,"7m 27s29","top",14209.9005093455
876.17566300366,26310.0687729729,699908.6316,700330.7604,700120,"11m 40s4","top",26310.0687729729
1132.51657896652,7107.58539078121,274534.7852,274904.014,274719,"4m 34s22","top",7107.58539078121
1431.93902564333,31367.122601966,797887.1916,798053.8564,797971,"13m 17s29","bottom",2567.122601966
1106.01513241759,17989.4517865842,533479.3188,533930.682,533705,"8m 53s21","top",17989.4517865842
753.009069088641,12678.9363362748,417626.658,417855.9708,417741,"6m 57s22","top",12678.9363362748
932.495146929707,17728.5408474355,527934.7836,528208.3724,528072,"8m 48s2","top",17728.5408474355
1095.94746951575,23179.613895742,636065.3812,636416.2548,636241,"10m 36s7","top",23179.613895742
1464.2954206886,12267.7248360512,405232.6188,405427.9772,405330,"6m 45s10","top",12267.7248360512
738.069963556013,29802.5884646139,765435.19,765773.5636,765604,"12m 45s18","bottom",1002.5884646139
810.279331421982,35255.8326406853,867858.9148,867958.946,867909,"14m 27s27","bottom",6455.8326406853
997.594291404739,18889.6119819063,556582.1588,556964.0884,556773,"9m 16s23","top",18889.6119819063
731.575161643963,38632.3688719491,940316.8372,940452.6692,940385,"15m 40s12","bottom",9832.3688719491
731.575161643963,38632.3688719491,940316.8372,940452.6692,940385,"15m 40s12","bottom",9832.3688719491
927.296575529131,16064.0331883511,485795.6196,486108.5668,485952,"8m 5s29","top",16064.0331883511
619.576723282198,19661.1456359477,576723.89,576915.5556,576820,"9m 36s25","top",19661.1456359477
644.443754031107,34859.4102452608,859919.174,860307.9868,860114,"14m 20s3","bottom",6059.4102452608
1129.13730154079,1664.64902478875,125404.2772,126215.3284,125810,"2m 5s24","top",1664.64902478875
1113.45378015235,23957.5267830523,656708.8316,656958.8284,656834,"10m 56s25","top",23957.5267830523
907.191735531306,26700.3469818844,709137.3724,709672.2164,709405,"11m 49s12","top",26700.3469818844
1175.33951331933,32405.7301122361,819651.2156,820147.0252,819899,"13m 39s27","bottom",3605.7301122361
741.532628677067,33326.0008507415,831436.9812,831647.9676,831542,"13m 51s16","bottom",4526.0008507415
1446.13502848208,16544.7319393827,510526.0332,511196.2564,510861,"8m 30s26","top",16544.7319393827
829.023226864549,587.400316783739,86070.7308,86446.3764,86259,"1m 26s8","top",587.400316783739
671.085077485216,29044.6294210501,746434.4708,746685.2404,746560,"12m 26s17","bottom",244.6294210501
1142.99676564455,1258.62306593122,114222.542,114663.4764,114443,"1m 54s13","top",1258.62306593122
1109.85907151798,38608.5016098573,939783.3036,940016.6676,939900,"15m 39s27","bottom",9808.5016098573
890.210178545175,14507.3033230602,454448.1788,454723.0924,454586,"7m 34s18","top",14507.3033230602
1200.62028511644,23067.7256802953,634602.6452,634782.4252,634693,"10m 34s21","top",23067.7256802953
